"iso_639_3","language_name","population_l1","div_bordering_languages","area_km2","altitude_range","roughness"
"gbb","Kaytetye",140,4,9654.217798,225.6263847,4.474387765
"gbd","Karadjeri",26,2,11799.34016,144.3531837,4.387747765
"gbe","Niksek",930,4,726.6964713,1635.051239,6.233786583
"gbf","Gaikundi",1200,6,192.7799782,608.9898071,5.62084341
"gbg","Gbanziri-Boraka",17500,12,3186.715403,166.0248985,4.366431117
"gbh","Defi Gbe",13500,2,74.7405984,110.8378437,4.426436424
"gbi","Galela",79000,6,4593.216973,414.3002625,5.966472626
"gbj","Bodo Gadaba",8000,1,444.6882578,768.8763428,5.91158843
"gbk","Gaddi",110000,7,2601.784393,4040.362549,7.142654419
"gbl","Gamit",284000,4,657.8130205,354.8303795,5.146704555
"gbm","Garhwali",2920000,7,14591.47751,4311.147461,6.767385483
"gbn","Mo'da",600,2,672.4483133,202.3870926,3.809352517
"gbo","Northern Grebo",84500,9,7332.503166,224.0685272,4.36089468
"gbp","Gbaya-Bossangoa",200000,8,7936.293903,272.3157908,4.332732757
"gbq","Gbaya-Bozoum",32500,7,10072.80504,471.4412537,4.953606129
"gbr","Gbagyi",700000,16,21438.41522,416.64785,4.98980844
"gbs","Gbesi Gbe",65000,4,169.2482651,204.5183252,4.716890335
"gbu","Gaagudju",1,2,1112.953344,248.6659698,4.433883667
"gbv","Gbanu",95000,5,15873.94281,298.8959045,4.706969261
"gbx","Eastern Xwla Gbe",80000,5,152.6296612,110.8378437,4.426436424
"gby","Gbari",350000,11,8511.353457,289.4961548,4.976908684
"gbz","Zoroastrian Dari",8000,1,3468.313223,1133.855815,6.39291207
"gcc","Mali",2200,5,1394.712236,607.9211121,6.586853743
"gcd","Ganggalida",1,3,3050.205968,136.8323708,4.045962512
"gce","Galice",0,2,12990.25453,963.9988403,6.166075706
"gcn","Gaina",1410,3,43.07741741,1962.103271,7.013994217
"gda","Gade Lohar",1010,1,5671.431655,186.8995762,3.956409872
"gdb","Pottangi Ollar Gadaba",15000,0,547.2688278,768.8763428,5.91158843
"gdc","Gugu Badhun",0,5,18491.62903,531.2752075,5.360111237
"gdd","Gedaged",6950,4,37.21752339,1746.354324,6.392463326
"gde","Gude",96000,7,600.2823948,467.9548645,5.13854599
"gdf","Guduf-Gava",55900,4,52.39040676,430.8778992,4.921094418
"gdg","Ga'dang",6000,4,409.8672602,1049.937195,6.420091867
"gdh","Gajirrabeng",3,5,19187.15074,298.7491226,4.931596994
"gdi","Gundi",9000,8,5251.725876,135.964859,4.52796936
"gdj","Gurdjar",1,2,3708.055907,109.1882324,3.505824089
"gdk","Gadang",2500,2,994.1978697,52.98921204,2.783738613
"gdl","Dirasha",65300,6,1032.686584,1353.70813,6.369137764
"gdm","Laal",750,4,131.2551313,109.7311649,3.506550074
"gdn","Umanakaina",2400,6,497.4429999,925.5508041,6.496482968
"gdo","Godoberi",130,5,51.79643237,1494.213989,6.249393225
"gdq","Mehri",100800,7,111909.6139,561.8238678,5.204191685
"gdr","Wipi",3500,7,2591.36947,41.55844879,3.171231508
"gdu","Gudu",5000,2,163.2759556,496.9773712,5.214917302
"gdx","Godwari",3000000,8,33321.76723,381.8859329,4.817055941
"gea","Geruma",9030,6,815.125543,567.3654785,4.772120476
"geb","Kire",2420,3,150.4558113,1692.247772,6.021868944
"gec","Gboloo Grebo",64400,4,327.8690259,138.1282726,4.36568594
"ged","Gade",72100,2,1843.941966,487.2154236,5.254591465
"geh","Hutterite German",40000,6,245682.3665,504.5268097,4.883797169
"gei","Gebe",2650,0,242.0699037,294.4333801,5.47272253
"gej","Gen",327000,2,180.5864898,204.5183252,4.716890335
"gek","Yiwom",14100,3,68.70920429,1071.028687,5.339579582
"gel","Ut-Main",36000,4,2121.751645,146.069519,4.122270346
"geq","Geme",550,2,130.2819979,250.2605591,4.171332002
"ges","Geser-Gorom",36500,2,578.4729317,610.673584,6.057122231
"gew","Gera",200000,10,2152.74402,567.3654785,4.772120476
"gex","Garre",57500,3,2553.244698,238.7299423,4.64309597
"gey","Enya",15000,5,978.6513157,465.3553619,4.980030179
"gez","Geez",0,2,84571.53476,508.904541,5.501544476
"gfk","Patpatar",7000,2,556.7313266,606.7848511,6.437785625
"gga","Gao",1220,2,152.5711064,373.4177971,5.754378637
"ggb","Gbii",5600,5,1482.100754,312.6441154,4.610640883
"ggd","Gugadj",0,5,15253.37427,109.1882324,3.505824089
"gge","Guragone",60,4,1028.191965,308.0533142,4.756495476
"ggg","Gurgula",35300,2,1545.579234,521.1985931,4.379771829
"ggk","Kungarakany",0,4,1929.092291,134.143692,4.120710373
"ggl","Ganglau",470,4,54.17170614,2141.664124,7.110357523
"ggt","Gitua",760,3,31.1263322,1402.202866,6.950956821
"ggu","Gban",60000,4,829.2638395,165.5242729,4.192875385
"ggw","Gogodala",22000,6,2867.734473,512.1255379,4.056661487
"gha","Ghadames",10000,3,212.225376,222.6250916,4.493999004
"ghe","Southern Ghale",21500,6,320.9332492,4507.749512,7.108198643
"ghh","Northern Ghale",4440,3,177.8829732,4507.749512,7.108198643
"ghk","Geko Karen",17000,4,1866.734491,908.1501465,5.81708169
"ghl","Uncunwee",16000,1,709.3717993,246.8576584,4.508156061
"ghn","Ghanongga",2510,1,92.67711118,282.933665,5.672062238
"gho","Ghomara",10000,2,10712.86991,1055.270996,6.470802784
"ghr","Ghera",10000,2,1.555479492,326.743391,4.032702506
"ghs","Guhu-Samane",13000,7,1477.453353,1763.608978,7.142966628
"ght","Kutang Ghale",29,2,79.03348327,4507.749512,7.108198643
"gia","Kitja",210,5,30503.39818,306.7855186,4.708735466
"gid","Gidar",65700,6,2027.572742,323.4007854,4.433368146
"gig","Goaria",25400,1,19620.31691,879.1925125,4.813587844
"gil","Gilbertese",64040,3,1037.244573,0,0.77218765
"gim","Gimi (Eastern Highlands)",22500,5,838.0711562,2047.476929,6.682682276
"gin","Hinuq",5,2,30.0134278,2350.356934,7.008277893
"gip","Gimi (West New Britain)",3700,4,300.1188896,797.8806229,6.52510802
"giq","Hagei Gelao",300,2,507.2813206,847.207222,5.849804759
"gir","Red Gelao",20,5,171.7831873,1143.029236,6.123599768
"gis","North Giziga",20000,5,201.6008612,269.8820686,3.989992976
"git","Gitxsan",930,1,151.9909858,857.7390747,6.475283623
"giw","Duoluo Gelao",1220,12,1198.516292,1143.029236,6.123599768
"gix","Gilima",12000,4,1799.919089,189.661644,4.35452795
"giz","South Giziga",60000,7,1333.165569,323.4007854,4.433368146
"gji","Geji",6000,5,811.2504269,819.1970825,5.055850029
"gjk","Kachi Koli",570000,8,9672.08431,107.9751701,3.979795575
"gjn","Gonja",230000,7,10319.70402,166.739624,4.208394527
"gju","Gujari",992000,12,19151.66838,2735.818115,6.393241167
"gka","Guya",130,6,22.69205268,1796.082153,7.287487507
"gke","Ndai",5,1,5.974633119,603.6871529,5.26025784
"gkn","Gokana",100000,4,87.93543923,269.6792212,4.263822079
"gkp","Guinea Kpelle",460000,5,6368.893433,374.9085236,4.815354943
"gla","Scottish Gaelic",58700,3,5602.198239,179.1583252,5.255717278
"glc","Bon Gula",1200,3,981.4351379,136.2522011,3.571096063
"gld","Nanai",1390,4,14741.58736,1049.331024,5.595649004
"gle","Irish",254000,3,18060.41099,191.2605209,4.850632429
"glg","Galician",2355000,3,36551.17564,492.2169571,5.973587871
"glh","Northwest Pashayi",70000,8,3017.670953,3131.360229,7.098942757
"glj","Gula Iro",3500,7,1921.839834,150.9678764,3.60288161
"glk","Gilaki",3270000,3,6666.325567,2267.788818,6.853163242
"glo","Galambu",25000,4,322.8754843,819.1970825,5.055850029
"glr","Glaro-Twabo",4270,6,1393.301573,206.869194,4.345473766
"glu","Gula (Chad)",10300,4,645.8908121,124.7696419,3.67289114
