lemma,form,paradigm_slot,phonemic_form
biginnan,bigunni,"V;IND;SG;2;PST",b i ɡ u n n i
biginnan,biginnit,"V;IND;SG;3;PRS",b i ɡ i n n i t
biginnan,"bigan, bigonta, bigonda","V;IND;SG;3;PST",b i ɡ a n
biginnan,biginnem,"V;IND;PL;1;PRS",b i ɡ i n n e m
biginnan,biginnemes,"V;IND;PL;1;PRS",b i ɡ i n n e m e s
biginnan,bigunnum,"V;IND;PL;1;PST",b i ɡ u n n u m
biginnan,bigunnumes,"V;IND;PL;1;PST",b i ɡ u n n u m e s
biginnan,biginnet,"V;IND;PL;2;PRS",b i ɡ i n n e t
biginnan,bigunnut,"V;IND;PL;2;PST",b i ɡ u n n u t
biginnan,biginnant,"V;IND;PL;3;PRS",b i ɡ i n n a n t
biginnan,bigunnun,"V;IND;PL;3;PST",b i ɡ u n n u n
biginnan,biginne,"V;SBJV;SG;1;PRS",b i ɡ i n n e
biginnan,bigunni,"V;SBJV;SG;1;PST",b i ɡ u n n i
biginnan,biginnes,"V;SBJV;SG;2;PRS",b i ɡ i n n e s
biginnan,bigunnis,"V;SBJV;SG;2;PST",b i ɡ u n n i s
biginnan,biginne,"V;SBJV;SG;3;PRS",b i ɡ i n n e
biginnan,bigunni,"V;SBJV;SG;3;PST",b i ɡ u n n i
biginnan,biginnem,"V;SBJV;PL;1;PRS",b i ɡ i n n e m
biginnan,biginnemes,"V;SBJV;PL;1;PRS",b i ɡ i n n e m e s
biginnan,bigunnim,"V;SBJV;PL;1;PST",b i ɡ u n n i m
biginnan,bigunnimes,"V;SBJV;PL;1;PST",b i ɡ u n n i m e s
biginnan,biginnet,"V;SBJV;PL;2;PRS",b i ɡ i n n e t
biginnan,bigunnit,"V;SBJV;PL;2;PST",b i ɡ u n n i t
biginnan,biginnen,"V;SBJV;PL;3;PRS",b i ɡ i n n e n
biginnan,bigunnin,"V;SBJV;PL;3;PST",b i ɡ u n n i n
biginnan,bigin,"V;IMP;SG;PRS",b i ɡ i n
biginnan,biginnet,"V;IMP;PL;PRS",b i ɡ i n n e t
biotan,biotan,"V;NFIN",b i o t a n
biotan,biutu,"V;IND;SG;1;PRS",b i u̯ t u
biotan,bōt,"V;IND;SG;1;PST",b oː t
biotan,biutis,"V;IND;SG;2;PRS",b i u̯ t i s
biotan,buti,"V;IND;SG;2;PST",b u t i
biotan,biutit,"V;IND;SG;3;PRS",b i u̯ t i t
biotan,bōt,"V;IND;SG;3;PST",b oː t
biotan,biotem,"V;IND;PL;1;PRS",b i o t e m
biotan,biotemes,"V;IND;PL;1;PRS",b i o t e m e s
biotan,butum,"V;IND;PL;1;PST",b u t u m
biotan,butumes,"V;IND;PL;1;PST",b u t u m e s
biotan,biotet,"V;IND;PL;2;PRS",b i o t e t
biotan,butut,"V;IND;PL;2;PST",b u t u t
biotan,biotant,"V;IND;PL;3;PRS",b i o t a n t
biotan,butun,"V;IND;PL;3;PST",b u t u n
biotan,biote,"V;SBJV;SG;1;PRS",b i o t e
biotan,buti,"V;SBJV;SG;1;PST",b u t i
biotan,biotes,"V;SBJV;SG;2;PRS",b i o t e s
biotan,butis,"V;SBJV;SG;2;PST",b u t i s
biotan,biote,"V;SBJV;SG;3;PRS",b i o t e
biotan,buti,"V;SBJV;SG;3;PST",b u t i
biotan,biotem,"V;SBJV;PL;1;PRS",b i o t e m
biotan,biotemes,"V;SBJV;PL;1;PRS",b i o t e m e s
biotan,butim,"V;SBJV;PL;1;PST",b u t i m
biotan,butimes,"V;SBJV;PL;1;PST",b u t i m e s
biotan,biotet,"V;SBJV;PL;2;PRS",b i o t e t
biotan,butit,"V;SBJV;PL;2;PST",b u t i t
biotan,bioten,"V;SBJV;PL;3;PRS",b i o t e n
biotan,butin,"V;SBJV;PL;3;PST",b u t i n
biotan,biut,"V;IMP;SG;PRS",b i u t
biotan,biotet,"V;IMP;PL;PRS",b i o t e t
habēn,habēn,"V;NFIN",h a b eː n
habēn,habem,"V;IND;SG;1;PRS",h aː b e m
habēn,habeta,"V;IND;SG;1;PST",h a b e t a
habēn,habes,"V;IND;SG;2;PRS",h aː b e s
habēn,habetos,"V;IND;SG;2;PST",h a b e t o s
habēn,habet,"V;IND;SG;3;PRS",h a b e t
habēn,habeta,"V;IND;SG;3;PST",h a b e t a
habēn,habem,"V;IND;PL;1;PRS",h aː b e m
habēn,habemes,"V;IND;PL;1;PRS",h a b e m e s
habēn,habetum,"V;IND;PL;1;PST",h a b e t u m
habēn,habetumes,"V;IND;PL;1;PST",h a b e t u m e s
habēn,habet,"V;IND;PL;2;PRS",h a b e t
habēn,habetut,"V;IND;PL;2;PST",h a b e t u t
habēn,habent,"V;IND;PL;3;PRS",h aː b e n t
habēn,habetun,"V;IND;PL;3;PST",h a b e t u n
habēn,habe,"V;SBJV;SG;1;PRS",h aː b e
habēn,habeti,"V;SBJV;SG;1;PST",h a b e t i
habēn,habes,"V;SBJV;SG;2;PRS",h aː b e s
habēn,habetis,"V;SBJV;SG;2;PST",h a b e t i s
habēn,habe,"V;SBJV;SG;3;PRS",h aː b e
habēn,habeti,"V;SBJV;SG;3;PST",h a b e t i
habēn,habem,"V;SBJV;PL;1;PRS",h aː b e m
habēn,habemes,"V;SBJV;PL;1;PRS",h a b e m e s
habēn,habetim,"V;SBJV;PL;1;PST",h a b e t i m
habēn,habetimes,"V;SBJV;PL;1;PST",h a b e t i m e s
habēn,habet,"V;SBJV;PL;2;PRS",h a b e t
habēn,habetit,"V;SBJV;PL;2;PST",h a b e t i t
habēn,haben,"V;SBJV;PL;3;PRS",h aː b e n
habēn,habetin,"V;SBJV;PL;3;PST",h a b e t i n
habēn,habe,"V;IMP;SG;PRS",h aː b e
habēn,habet,"V;IMP;PL;PRS",h a b e t
friosan,friosan,"V;NFIN",f r i o̯ s a n
friosan,friusu,"V;IND;SG;1;PRS",f r i u̯ s u
friosan,frōs,"V;IND;SG;1;PST",f r oː s
friosan,friusis,"V;IND;SG;2;PRS",f r i u̯ s i s
friosan,fruri,"V;IND;SG;2;PST",f r u r i
friosan,friusit,"V;IND;SG;3;PRS",f r i u̯ s i t
friosan,frōs,"V;IND;SG;3;PST",f r oː s
friosan,friosem,"V;IND;PL;1;PRS",f r i o s e m
friosan,friosemes,"V;IND;PL;1;PRS",f r i o s e m e s
friosan,frurum,"V;IND;PL;1;PST",f r uː r u m
friosan,frurumes,"V;IND;PL;1;PST",f r u r u m e s
friosan,frioset,"V;IND;PL;2;PRS",f r i o s e t
friosan,frurut,"V;IND;PL;2;PST",f r u r u t
friosan,friosant,"V;IND;PL;3;PRS",f r i o s a n t
friosan,frurun,"V;IND;PL;3;PST",f r u r u n
friosan,friose,"V;SBJV;SG;1;PRS",f r i o s e
friosan,fruri,"V;SBJV;SG;1;PST",f r u r i
friosan,frioses,"V;SBJV;SG;2;PRS",f r i o s e s
friosan,fruris,"V;SBJV;SG;2;PST",f r u r i s
friosan,friose,"V;SBJV;SG;3;PRS",f r i o s e
friosan,fruri,"V;SBJV;SG;3;PST",f r u r i
friosan,friosem,"V;SBJV;PL;1;PRS",f r i o s e m
friosan,friosemes,"V;SBJV;PL;1;PRS",f r i o s e m e s
friosan,frurim,"V;SBJV;PL;1;PST",f r u r i m
friosan,frurimes,"V;SBJV;PL;1;PST",f r u r i m e s
friosan,frioset,"V;SBJV;PL;2;PRS",f r i o s e t
friosan,frurit,"V;SBJV;PL;2;PST",f r u r i t
friosan,friosen,"V;SBJV;PL;3;PRS",f r i o s e n
friosan,frurin,"V;SBJV;PL;3;PST",f r u r i n
friosan,frius,"V;IMP;SG;PRS",f r i u s
friosan,frioset,"V;IMP;PL;PRS",f r i o s e t
stehhan,stehhan,"V;NFIN",s̠ t e x x a n
stehhan,stihu,"V;IND;SG;1;PRS",s̠ t i h u
stehhan,stah,"V;IND;SG;1;PST",s̠ t a x
stehhan,stihis,"V;IND;SG;2;PRS",s̠ t i h i s
stehhan,stāhi,"V;IND;SG;2;PST",s̠ t aː x i
stehhan,stihit,"V;IND;SG;3;PRS",s̠ t i h i t
stehhan,stah,"V;IND;SG;3;PST",s̠ t a x
stehhan,stehhem,"V;IND;PL;1;PRS",s̠ t e x h e m
stehhan,stehhemes,"V;IND;PL;1;PRS",s̠ t e x h e m e s
stehhan,stāhum,"V;IND;PL;1;PST",s̠ t aː x u m
stehhan,stāhumes,"V;IND;PL;1;PST",s̠ t aː h u m e s
stehhan,stehhet,"V;IND;PL;2;PRS",s̠ t e x h e t
stehhan,stāhut,"V;IND;PL;2;PST",s̠ t aː h u t
stehhan,stehhant,"V;IND;PL;3;PRS",s̠ t e x h a n t
stehhan,stāhun,"V;IND;PL;3;PST",s̠ t aː h u n
stehhan,stehhe,"V;SBJV;SG;1;PRS",s̠ t e x h e
stehhan,stāhi,"V;SBJV;SG;1;PST",s̠ t aː x i
stehhan,stehhes,"V;SBJV;SG;2;PRS",s̠ t e x h e s
stehhan,stāhis,"V;SBJV;SG;2;PST",s̠ t aː x i s
stehhan,stehhe,"V;SBJV;SG;3;PRS",s̠ t e x h e
stehhan,stāhi,"V;SBJV;SG;3;PST",s̠ t aː x i
stehhan,stehhem,"V;SBJV;PL;1;PRS",s̠ t e x h e m
stehhan,stehhemes,"V;SBJV;PL;1;PRS",s̠ t e x h e m e s
stehhan,stāhim,"V;SBJV;PL;1;PST",s̠ t aː x i m
stehhan,stāhimes,"V;SBJV;PL;1;PST",s̠ t aː x i m e s
stehhan,stehhet,"V;SBJV;PL;2;PRS",s̠ t e x h e t
stehhan,stāhit,"V;SBJV;PL;2;PST",s̠ t aː x i t
stehhan,stehhen,"V;SBJV;PL;3;PRS",s̠ t e x h e n
stehhan,stāhin,"V;SBJV;PL;3;PST",s̠ t aː x i n
stehhan,stih,"V;IMP;SG;PRS",s̠ t i x
stehhan,stehhet,"V;IMP;PL;PRS",s̠ t e x h e t
sagēn,sagēn,"V;NFIN",s̠ a ɡ eː n
sagēn,sagem,"V;IND;SG;1;PRS",s̠ a ɣ e m
sagēn,sageta,"V;IND;SG;1;PST",s̠ a ɣ e t a
sagēn,sages,"V;IND;SG;2;PRS",s̠ a ɣ e s
sagēn,sagetos,"V;IND;SG;2;PST",s̠ a ɡ e t o s
sagēn,saget,"V;IND;SG;3;PRS",s̠ a ɡ e t
sagēn,sageta,"V;IND;SG;3;PST",s̠ a ɣ e t a
sagēn,sagem,"V;IND;PL;1;PRS",s̠ a ɣ e m
sagēn,sagemes,"V;IND;PL;1;PRS",s̠ a ɡ e m e s
sagēn,sagetum,"V;IND;PL;1;PST",s̠ a ɡ e t u m
sagēn,sagetumes,"V;IND;PL;1;PST",s̠ a ɡ e t u m e s
sagēn,saget,"V;IND;PL;2;PRS",s̠ a ɡ e t
sagēn,sagetut,"V;IND;PL;2;PST",s̠ a ɣ e t uː t
sagēn,sagent,"V;IND;PL;3;PRS",s̠ a ɡ e n t
sagēn,sagetun,"V;IND;PL;3;PST",s̠ a ɣ e t u n
sagēn,sage,"V;SBJV;SG;1;PRS",s̠ a ɣ e
sagēn,sageti,"V;SBJV;SG;1;PST",s̠ a ɡ e t i
sagēn,sages,"V;SBJV;SG;2;PRS",s̠ a ɣ e s
sagēn,sagetis,"V;SBJV;SG;2;PST",s̠ a ɡ e t i s
sagēn,sage,"V;SBJV;SG;3;PRS",s̠ a ɣ e
sagēn,sageti,"V;SBJV;SG;3;PST",s̠ a ɡ e t i
sagēn,sagem,"V;SBJV;PL;1;PRS",s̠ a ɣ e m
sagēn,sagemes,"V;SBJV;PL;1;PRS",s̠ a ɡ e m e s
sagēn,sagetim,"V;SBJV;PL;1;PST",s̠ a ɡ e t i m
sagēn,sagetimes,"V;SBJV;PL;1;PST",s̠ a ɡ e t iː m e s
sagēn,saget,"V;SBJV;PL;2;PRS",s̠ a ɡ e t
sagēn,sagetit,"V;SBJV;PL;2;PST",s̠ a ɡ e t i t
sagēn,sagen,"V;SBJV;PL;3;PRS",s̠ a ɡ e n
sagēn,sagetin,"V;SBJV;PL;3;PST",s̠ a ɡ e t i n
sagēn,sage,"V;IMP;SG;PRS",s̠ a ɣ e
sagēn,saget,"V;IMP;PL;PRS",s̠ a ɡ e t
tragan,tragan,"V;NFIN",t r a ɡ a n
tragan,tragu,"V;IND;SG;1;PRS",t r a ɡ u
tragan,truog,"V;IND;SG;1;PST",t r u o ɡ
tragan,tragis,"V;IND;SG;2;PRS",t r a ɡ i s
tragan,truogi,"V;IND;SG;2;PST",t r u o̯ ɡ i
tragan,tragit,"V;IND;SG;3;PRS",t r a ɡ i t
tragan,truog,"V;IND;SG;3;PST",t r u o ɡ
tragan,tragem,"V;IND;PL;1;PRS",t r a ɡ e m
tragan,tragemes,"V;IND;PL;1;PRS",t r a ɡ e m e s
tragan,truogum,"V;IND;PL;1;PST",t r u o̯ ɡ u m
tragan,truogumes,"V;IND;PL;1;PST",t r u o̯ ɡ u m e s
tragan,traget,"V;IND;PL;2;PRS",t r a ɡ e t
tragan,truogut,"V;IND;PL;2;PST",t r u o̯ ɡ u t
tragan,tragant,"V;IND;PL;3;PRS",t r a ɡ a n t
tragan,truogun,"V;IND;PL;3;PST",t r u o̯ ɡ u n
tragan,trage,"V;SBJV;SG;1;PRS",t r a ɡ e
tragan,truogi,"V;SBJV;SG;1;PST",t r u o̯ ɡ i
tragan,trages,"V;SBJV;SG;2;PRS",t r a ɡ e s
tragan,truogis,"V;SBJV;SG;2;PST",t r u o̯ ɡ i s
tragan,trage,"V;SBJV;SG;3;PRS",t r a ɡ e
tragan,truogi,"V;SBJV;SG;3;PST",t r u o̯ ɡ i
tragan,tragem,"V;SBJV;PL;1;PRS",t r a ɡ e m
tragan,tragemes,"V;SBJV;PL;1;PRS",t r a ɡ e m e s
tragan,truogim,"V;SBJV;PL;1;PST",t r u o̯ ɡ i m
tragan,truogimes,"V;SBJV;PL;1;PST",t r u o̯ ɡ i m e s
tragan,traget,"V;SBJV;PL;2;PRS",t r a ɡ e t
tragan,truogit,"V;SBJV;PL;2;PST",t r u o̯ ɡ i t
tragan,tragen,"V;SBJV;PL;3;PRS",t r a ɡ e n
tragan,truogin,"V;SBJV;PL;3;PST",t r u o̯ ɡ i n
tragan,trag,"V;IMP;SG;PRS",t r a ɡ
tragan,traget,"V;IMP;PL;PRS",t r a ɡ e t
arlōsen,arlōsen,"V;NFIN",a r l oː s e n
arlōsen,arlōsu,"V;IND;SG;1;PRS",a r l oː s u
arlōsen,arlōsta,"V;IND;SG;1;PST",a r l oː s t a
arlōsen,arlōsis,"V;IND;SG;2;PRS",a r l oː s i s
arlōsen,arlōstos,"V;IND;SG;2;PST",a r l oː s t o s
arlōsen,arlōsit,"V;IND;SG;3;PRS",a r l oː s i t
arlōsen,arlōsta,"V;IND;SG;3;PST",a r l oː s t a
arlōsen,arlōsem,"V;IND;PL;1;PRS",a r l oː s e m
arlōsen,arlōsemes,"V;IND;PL;1;PRS",a r l oː s e m e s
arlōsen,arlōstum,"V;IND;PL;1;PST",a r l oː s t u m
arlōsen,arlōstumes,"V;IND;PL;1;PST",a r l oː s t u m e s
arlōsen,arlōset,"V;IND;PL;2;PRS",a r l oː s e t
arlōsen,arlōstut,"V;IND;PL;2;PST",a r l oː s t uː t
arlōsen,arlōsent,"V;IND;PL;3;PRS",a r l oː s e n t
arlōsen,arlōstun,"V;IND;PL;3;PST",a r l oː s t u n
arlōsen,arlōse,"V;SBJV;SG;1;PRS",a r l oː s e
arlōsen,arlōsti,"V;SBJV;SG;1;PST",a r l oː s t i
arlōsen,arlōses,"V;SBJV;SG;2;PRS",a r l oː s e s
arlōsen,arlōstis,"V;SBJV;SG;2;PST",a r l oː s t i s
arlōsen,arlōse,"V;SBJV;SG;3;PRS",a r l oː s e
arlōsen,arlōsti,"V;SBJV;SG;3;PST",a r l oː s t i
arlōsen,arlōsem,"V;SBJV;PL;1;PRS",a r l oː s e m
arlōsen,arlōsemes,"V;SBJV;PL;1;PRS",a r l oː s e m e s
arlōsen,arlōstim,"V;SBJV;PL;1;PST",a r l oː s t i m
arlōsen,arlōstimes,"V;SBJV;PL;1;PST",a r l oː s t i m e s
arlōsen,arlōset,"V;SBJV;PL;2;PRS",a r l oː s e t
arlōsen,arlōstit,"V;SBJV;PL;2;PST",a r l oː s t i t
arlōsen,arlōsen,"V;SBJV;PL;3;PRS",a r l oː s e n
arlōsen,arlōstin,"V;SBJV;PL;3;PST",a r l oː s t i n
arlōsen,arlōsi,"V;IMP;SG;PRS",a r l oː s i
arlōsen,arlōset,"V;IMP;PL;PRS",a r l oː s e t
bintan,bintan,"V;NFIN",b i n t a n
bintan,bintu,"V;IND;SG;1;PRS",b i n t u
bintan,bant,"V;IND;SG;1;PST",b a n t
bintan,bintis,"V;IND;SG;2;PRS",b i n t i s
bintan,bunti,"V;IND;SG;2;PST",b u n t i
bintan,bintit,"V;IND;SG;3;PRS",b i n t i t
bintan,bant,"V;IND;SG;3;PST",b a n t
bintan,bintem,"V;IND;PL;1;PRS",b i n t e m
bintan,bintemes,"V;IND;PL;1;PRS",b i n t e m e s
bintan,buntum,"V;IND;PL;1;PST",b u n t u m
bintan,buntumes,"V;IND;PL;1;PST",b u n t u m e s
bintan,bintet,"V;IND;PL;2;PRS",b i n t e t
bintan,buntut,"V;IND;PL;2;PST",b u n t u t
bintan,bintant,"V;IND;PL;3;PRS",b i n t a n t
bintan,buntun,"V;IND;PL;3;PST",b u n t u n
bintan,binte,"V;SBJV;SG;1;PRS",b i n t e
bintan,bunti,"V;SBJV;SG;1;PST",b u n t i
bintan,bintes,"V;SBJV;SG;2;PRS",b i n t e s
bintan,buntis,"V;SBJV;SG;2;PST",b u n t i s
bintan,binte,"V;SBJV;SG;3;PRS",b i n t e
bintan,bunti,"V;SBJV;SG;3;PST",b u n t i
bintan,bintem,"V;SBJV;PL;1;PRS",b i n t e m
bintan,bintemes,"V;SBJV;PL;1;PRS",b i n t e m e s
bintan,buntim,"V;SBJV;PL;1;PST",b u n t i m
bintan,buntimes,"V;SBJV;PL;1;PST",b u n t i m e s
bintan,bintet,"V;SBJV;PL;2;PRS",b i n t e t
bintan,buntit,"V;SBJV;PL;2;PST",b u n t i t
bintan,binten,"V;SBJV;PL;3;PRS",b i n t e n
bintan,buntin,"V;SBJV;PL;3;PST",b u n t i n
bintan,bint,"V;IMP;SG;PRS",b i n t
bintan,bintet,"V;IMP;PL;PRS",b i n t e t
firsahhan,firsahhan,"V;NFIN",f i r s a x h a n
firsahhan,firsahhu,"V;IND;SG;1;PRS",f i r s a x h u
firsahhan,firsuohh,"V;IND;SG;1;PST",f i r s u o x x
firsahhan,firsahhis,"V;IND;SG;2;PRS",f i r s a x x i s
firsahhan,firsuohhi,"V;IND;SG;2;PST",f i r s u o x h i
firsahhan,firsahhit,"V;IND;SG;3;PRS",f i r s a x x i t
firsahhan,firsuohh,"V;IND;SG;3;PST",f i r s u o x x
firsahhan,firsahhem,"V;IND;PL;1;PRS",f i r s a x h e m
firsahhan,firsahhemes,"V;IND;PL;1;PRS",f i r s a x h e m e s
firsahhan,firsuohhum,"V;IND;PL;1;PST",f i r s u o x h u m
firsahhan,firsuohhumes,"V;IND;PL;1;PST",f i r s u o̯ x h u m e s
firsahhan,firsahhet,"V;IND;PL;2;PRS",f i r s a x h e t
firsahhan,firsuohhut,"V;IND;PL;2;PST",f i r s u o x h u t
firsahhan,firsahhant,"V;IND;PL;3;PRS",f i r s a x h a n t
firsahhan,firsuohhun,"V;IND;PL;3;PST",f i r s u o̯ x h u n
firsahhan,firsahhe,"V;SBJV;SG;1;PRS",f i r s a x h e
firsahhan,firsuohhi,"V;SBJV;SG;1;PST",f i r s u o x h i
firsahhan,firsahhes,"V;SBJV;SG;2;PRS",f i r s a x h e s
firsahhan,firsuohhis,"V;SBJV;SG;2;PST",f i r s u o x h i s
firsahhan,firsahhe,"V;SBJV;SG;3;PRS",f i r s a x h e
firsahhan,firsuohhi,"V;SBJV;SG;3;PST",f i r s u o x h i
firsahhan,firsahhem,"V;SBJV;PL;1;PRS",f i r s a x h e m
firsahhan,firsahhemes,"V;SBJV;PL;1;PRS",f i r s a x h e m e s
firsahhan,firsuohhim,"V;SBJV;PL;1;PST",f i r s u o x h i m
firsahhan,firsuohhimes,"V;SBJV;PL;1;PST",f i r s u o̯ x h i m e s
firsahhan,firsahhet,"V;SBJV;PL;2;PRS",f i r s a x h e t
firsahhan,firsuohhit,"V;SBJV;PL;2;PST",f i r s u o x h i t
firsahhan,firsahhen,"V;SBJV;PL;3;PRS",f i r s a x h e n
firsahhan,firsuohhin,"V;SBJV;PL;3;PST",f i r s u o x h i n
firsahhan,firsahh,"V;IMP;SG;PRS",f i r s a x
firsahhan,firsahhet,"V;IMP;PL;PRS",f i r s a x h e t
geban,geban,"V;NFIN",ɡ e b a n
geban,gibu,"V;IND;SG;1;PRS",ɡ i b u
geban,gab,"V;IND;SG;1;PST",ɡ a b
geban,gibis,"V;IND;SG;2;PRS",ɡ i b i s
geban,gābi,"V;IND;SG;2;PST",ɡ aː b i
geban,gibit,"V;IND;SG;3;PRS",ɡ i b i t
geban,gab,"V;IND;SG;3;PST",ɡ a b
geban,gebem,"V;IND;PL;1;PRS",ɡ e b e m
geban,gebemes,"V;IND;PL;1;PRS",ɡ e b e m e s
geban,gābum,"V;IND;PL;1;PST",ɡ aː b u m
geban,gābumes,"V;IND;PL;1;PST",ɡ aː b u m e s
geban,gebet,"V;IND;PL;2;PRS",ɡ e b e t
geban,gābut,"V;IND;PL;2;PST",ɡ aː b u t
geban,gebant,"V;IND;PL;3;PRS",ɡ e b a n t
geban,gābun,"V;IND;PL;3;PST",ɡ aː b u n
geban,gebe,"V;SBJV;SG;1;PRS",ɡ e β e
geban,gābi,"V;SBJV;SG;1;PST",ɡ aː b i
geban,gebes,"V;SBJV;SG;2;PRS",ɡ e b e s
geban,gābis,"V;SBJV;SG;2;PST",ɡ aː b i s
geban,gebe,"V;SBJV;SG;3;PRS",ɡ e β e
geban,gābi,"V;SBJV;SG;3;PST",ɡ aː b i
geban,gebem,"V;SBJV;PL;1;PRS",ɡ e b e m
geban,gebemes,"V;SBJV;PL;1;PRS",ɡ e b e m e s
geban,gābim,"V;SBJV;PL;1;PST",ɡ aː b i m
geban,gābimes,"V;SBJV;PL;1;PST",ɡ aː b i m e s
geban,gebet,"V;SBJV;PL;2;PRS",ɡ e b e t
geban,gābit,"V;SBJV;PL;2;PST",ɡ aː b i t
geban,geben,"V;SBJV;PL;3;PRS",ɡ e b e n
geban,gābin,"V;SBJV;PL;3;PST",ɡ aː b i n
geban,gib,"V;IMP;SG;PRS",ɡ i b
geban,gebet,"V;IMP;PL;PRS",ɡ e b e t
singan,singan,"V;NFIN",s i ŋ ɡ a n
singan,singu,"V;IND;SG;1;PRS",s i ŋ ɡ u
singan,sang,"V;IND;SG;1;PST",s̠ a ŋ
singan,singis,"V;IND;SG;2;PRS",s i n ɡ i s
singan,sungi,"V;IND;SG;2;PST",s u ŋ ɡ i
singan,singit,"V;IND;SG;3;PRS",s i n ɡ i t
singan,sang,"V;IND;SG;3;PST",s̠ a ŋ
singan,singem,"V;IND;PL;1;PRS",s i n ɡ e m
singan,singemes,"V;IND;PL;1;PRS",s i n ɡ e m e s
singan,sungum,"V;IND;PL;1;PST",s u ŋ ɡ u m
singan,sungumes,"V;IND;PL;1;PST",s u ŋ ɡ u m e s
singan,singet,"V;IND;PL;2;PRS",s i n ɡ e t
singan,sungut,"V;IND;PL;2;PST",s u ŋ u t
singan,singant,"V;IND;PL;3;PRS",s i n ɡ a n t
singan,sungun,"V;IND;PL;3;PST",s u ŋ ɡ u n
singan,singe,"V;SBJV;SG;1;PRS",s i n ɡ e
singan,sungi,"V;SBJV;SG;1;PST",s u ŋ ɡ i
singan,singes,"V;SBJV;SG;2;PRS",s i n ɡ e s
singan,sungis,"V;SBJV;SG;2;PST",s u ŋ ɡ i s
singan,singe,"V;SBJV;SG;3;PRS",s i n ɡ e
singan,sungi,"V;SBJV;SG;3;PST",s u ŋ ɡ i
singan,singem,"V;SBJV;PL;1;PRS",s i n ɡ e m
singan,singemes,"V;SBJV;PL;1;PRS",s i n ɡ e m e s
singan,sungim,"V;SBJV;PL;1;PST",s u ŋ ɡ i m
singan,sungimes,"V;SBJV;PL;1;PST",s u n ɡ i m e s
singan,singet,"V;SBJV;PL;2;PRS",s i n ɡ e t
singan,sungit,"V;SBJV;PL;2;PST",s u ŋ ɡ i t
singan,singen,"V;SBJV;PL;3;PRS",s i n ɡ e n
singan,sungin,"V;SBJV;PL;3;PST",s u ŋ ɡ i n
singan,sing,"V;IMP;SG;PRS",s i ŋ
singan,singet,"V;IMP;PL;PRS",s i n ɡ e t
houwan,houwan,"V;NFIN",h o u̯ w a n
houwan,houwu,"V;IND;SG;1;PRS",h o u̯ w u
houwan,hio,"V;IND;SG;1;PST",h i o
houwan,houwis,"V;IND;SG;2;PRS",h o u̯ w i s
houwan,hiewi,"V;IND;SG;2;PST",h i e w i
houwan,houwit,"V;IND;SG;3;PRS",h o u̯ w i t
houwan,hio,"V;IND;SG;3;PST",h i o
houwan,houwem,"V;IND;PL;1;PRS",h o u̯ w e m
houwan,houwemes,"V;IND;PL;1;PRS",h o u̯ w e m e s
houwan,hiewum,"V;IND;PL;1;PST",h i e̯ w u m
houwan,hiewumes,"V;IND;PL;1;PST",h i e w u m e s
houwan,houwet,"V;IND;PL;2;PRS",h o u̯ w e t
houwan,hiewut,"V;IND;PL;2;PST",h i e̯ w u t
houwan,houwant,"V;IND;PL;3;PRS",h o u̯ w a n t
houwan,hiewun,"V;IND;PL;3;PST",h i e̯ w u n
houwan,houwe,"V;SBJV;SG;1;PRS",h o u̯ w e
houwan,hiewi,"V;SBJV;SG;1;PST",h i e w i
houwan,houwes,"V;SBJV;SG;2;PRS",h o u̯ w e s
houwan,hiewis,"V;SBJV;SG;2;PST",h i e w i s
houwan,houwe,"V;SBJV;SG;3;PRS",h o u̯ w e
houwan,hiewi,"V;SBJV;SG;3;PST",h i e w i
houwan,houwem,"V;SBJV;PL;1;PRS",h o u̯ w e m
houwan,houwemes,"V;SBJV;PL;1;PRS",h o u̯ w e m e s
houwan,hiewim,"V;SBJV;PL;1;PST",h i e w i m
houwan,hiewimes,"V;SBJV;PL;1;PST",h i e w i m e s
houwan,houwet,"V;SBJV;PL;2;PRS",h o u̯ w e t
houwan,hiewit,"V;SBJV;PL;2;PST",h i e w i t
houwan,houwen,"V;SBJV;PL;3;PRS",h o u̯ w e n
houwan,hiewin,"V;SBJV;PL;3;PST",h i e w i n
houwan,houw,"V;IMP;SG;PRS",h o u̯ w
houwan,houwet,"V;IMP;PL;PRS",h o u̯ w e t
borōn,borōn,"V;NFIN",b o r oː n
borōn,borom,"V;IND;SG;1;PRS",b o r o m
borōn,borota,"V;IND;SG;1;PST",b o r o t a
borōn,boros,"V;IND;SG;2;PRS",b o r o s
borōn,borotos,"V;IND;SG;2;PST",b o r o t o s
borōn,borot,"V;IND;SG;3;PRS",b o r o t
borōn,borota,"V;IND;SG;3;PST",b o r o t a
borōn,borom,"V;IND;PL;1;PRS",b o r o m
borōn,boromes,"V;IND;PL;1;PRS",b o r o m e s
borōn,borotum,"V;IND;PL;1;PST",b o r o t u m
borōn,borotumes,"V;IND;PL;1;PST",b o r o t u m e s
borōn,borot,"V;IND;PL;2;PRS",b o r o t
borōn,borotut,"V;IND;PL;2;PST",b o r o t uː t
borōn,boront,"V;IND;PL;3;PRS",b o r o n t
borōn,borotun,"V;IND;PL;3;PST",b o r o t u n
borōn,boro,"V;SBJV;SG;1;PRS",b o r o
borōn,boroti,"V;SBJV;SG;1;PST",b o r o t i
borōn,boros,"V;SBJV;SG;2;PRS",b o r o s
